Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
10/01/17,"96 ST DONAGHS RD, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
10/01/17,"ALLSTON, KNAPTON RD, DUN LAOGHAIRE",,Dublin,2110000,No,No,Second-Hand Dwelling house /Apartment,
10/01/17,"APT 217 THE RICHMOND NORTH ST, BRUNSWICK, DUBLIN",Dublin 15,Dublin,167000,No,No,Second-Hand Dwelling house /Apartment,
10/01/17,"APT 3, WYCKHAM POINT, DUNDRUM DUBLIN 16",Dublin 16,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment,
10/01/17,"APT 98 ANNA LIVIA HOUSE, VIKING HARBOUR, USHERS ISLAND",,Dublin,127000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"101 OLCOVAR, SHANKILL, DUBLIN",Dublin 18,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"108 THE RICHMOND, BRUNSWICK STREET, DUBLIN 7",,Dublin,180000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"118 VERNON AVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,625000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"13 APPLEWOOD MAIN STREET, APPLEWOOD VILLAGE, SWORDS",,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"14 Churchfield, 59/60 Clontarf Road, Dublin 3",Dublin 3,Dublin,550661,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
11/01/17,"14 Tullyhall Close, Lucan",,Dublin,275869,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/01/17,"15 WESTFIELD, SION HILL, BLACKROCK",,Dublin,435000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"160 THE SWEEPSTAKES, BALLSBRIDGE, DUBLIN 4",,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"165 FOXROCK CLOSE, DEANSGRANGE, DUBLIN 18",,Dublin,575000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"18 FORTFIELD TERRACE, RATHMINES, DUBLIN 6",Dublin 6,Dublin,1155000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"20 DONORE AVE, CIRCULAR RD SOUTH, DUBLIN 8",Dublin 8,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"205 WOODFIELD, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,435000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"24 PARKSIDE AVENUE, BALGRIFFIN",,Dublin,260163,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/01/17,"28 BROOKLAWN WOOD, BLACKROCK, DUBLIN",,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"3 THE MEWS, AILESBURY, BALLSBRIDGE",,Dublin,815000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"31 BARTON RD WEST, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,531777,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"31 RIVERWOOD COURT, CARPENTERSTOWN, DUBLIN",Dublin 15,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"32 PINEWOOD CRESCENT, GLASNEVIN, DUBLIN 2",Dublin 11,Dublin,435000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"37 PRIORY WAY, MANOR GROVE, TERENURE DUBLIN 12",Dublin 12,Dublin,536000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"42 TICKNOCK PARK, TICKNOCK HILL, SANDYFORD DUBLIN 18",Dublin 18,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"45 DUNMORE PARK, BALLYMOUNT, DUBLIN 24",Dublin 24,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"46 THE GREEN, LARCH HILL, DUBLIN 17",Dublin 17,Dublin,155000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"5 BLOCK 1, CLEARWATER COVE, OLD DUN LAOGHAIRE RD",Dublin 15,Dublin,208000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"50 RAVENSWELL, PALMER RD, RUSH",,Dublin,25000,Yes,No,Second-Hand Dwelling house /Apartment,
11/01/17,"57 SMYTHS VILLAS, YORK RD, DUN LAOGHAIRE",,Dublin,142500,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"6 ROSEMOUNT, GLANDORE RD, DRUMCONDRA DUBLIN 9",Dublin 9,Dublin,325000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"62 JOHNSTOWN GROVE, CABINTEELEY, CO DUBLIN",,Dublin,501000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"77 SEABROOK, RUSH, CO. DUBLIN",,Dublin,270000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"8 Elder Heath Meadow, Elder Heath, Kiltipper Road",Dublin 24,Dublin,246697,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/01/17,"81 TEMPLEOGUE ROAD, TERENURE, DUBLIN 6W",,Dublin,824385,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"9 Tullyhall Mews, Lucan",,Dublin,262115,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/01/17,"92 BROADMEADOWS, SWORDS, DUBLIN",,Dublin,330000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"APT 36, HENRIETTA HALL, BOLTON STREET",,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"APT 3, 47 MAIN ST, CLONGRIFFIN",Dublin 13,Dublin,211454,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"APT 7 RADCLIFFE, DUBLIN RD, SUTTON DUBLIN 13",Dublin 13,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"APT 72 HARBOUR VIEW, DUN LAOGHAIRE, DUBLIN",Dublin 13,Dublin,405000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"CNUCHA, COLLEGE RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,1400000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"COROFIN, TORQUAY RD, FOXROCK DUBLIN 18",Dublin 18,Dublin,1055000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"KILBRIDE HOUSE, BALDONNEL, DUBLIN",Dublin 22,Dublin,750000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"NO 7 HAMLET LANE HOUSE, BARRONSHALL, BALBRIGGAN",,Dublin,132000,No,No,Second-Hand Dwelling house /Apartment,
11/01/17,"(MAIN HSE), GRACEDIEU, BALLYBOUGHAL",,Dublin,665000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"1 THE SQUARE, SKERRIES, DUBLIN",,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"10 71 CABRA RD, DUBLIN 2, DUBLIN",Dublin 15,Dublin,475000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"12 MARTELLO TERRACE, BALBRIGGAN, DUBLIN",,Dublin,155000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"123 NEW IRELAND RD, RIALTO, DUBLIN 8",Dublin 8,Dublin,359000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"13 ESKER DR, LUCAN, DUBLIN",,Dublin,187500,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"14 EDGEWOOD LAWN, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,227000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"143 MILLRACE RD, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,298000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"147 WINTER GARDEN, PEARSE ST, DUBLIN 2",Dublin 2,Dublin,550000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"180 KILDARE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"22 The Avenue, Robswall  Malahide",,Dublin,361233,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/17,"23 THE ATRIUM, FOLEY ST, DUBLIN 1",Dublin 1,Dublin,256000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"25 ASH ST, THE LIBERTIES, DUBLIN 8",Dublin 8,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"2B LUTTRELLPARK CRESCENT, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,397500,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"3 BEECHFIELD COURT, CLONEE, DUBLIN 15",Dublin 15,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"3 OHARA AVE, HAROLDS CROSS, DUBLIN",Dublin 6,Dublin,427500,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"30 FORBES QUAY, SIR JOHN ROGERSONS QUAY, DUBLIN 2",Dublin 2,Dublin,345000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"30 TRINITY PLAZA, PEARSE ST, DUBLIN 2",Dublin 2,Dublin,382500,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
12/01/17,"4 SEFTON GREEN, DUN LAOGHAIRE, DUBLIN",,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"4 SHANDON GREEN, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,333000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"47 DOCK MILL, BARROW STREET, DUBLIN 4",Dublin 4,Dublin,366000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"48 Diswellstown Way, Castleknock, Dublin 15",Dublin 15,Dublin,405286,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/17,"49 CASTLEWAY, GOLDEN LANE, DUBLIN 8",,Dublin,418000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"51 LATCHFORD CLOSE, BLANCHARDSTOWN, DUBLIN 15",,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"51 MONALEA WOOD, FIRHOUSE, DUBLIN 24",Dublin 24,Dublin,478000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"57 FOXROCK AVE, FOXROCK, DUBLIN 18",Dublin 18,Dublin,841651,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"58 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",Dublin 2,Dublin,150000,Yes,No,Second-Hand Dwelling house /Apartment,
12/01/17,"6 DUNDRUM COURT, DUNDRUM, DUBLIN 14",Dublin 16,Dublin,260000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"6 MELVILLE DR, MEAKSTOWN DUBLIN 11, DUBLIN",Dublin 11,Dublin,166000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"6 Parkside Close, Parkside, Malahide Road",Dublin 13,Dublin,276652,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/17,"6 THE LAWN, HANSFIELD WOOD, HANSFIELD",,Dublin,255506,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/01/17,"63 WHITEOAK, CLONSKEAGH, DUBLIN 14",Dublin 14,Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"66 BULFIN RD, INCHICORE, DUBLIN 8",Dublin 8,Dublin,428000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"67 SPENCER HOUSE, CUSTOM HOUSE SQ, I F S C DUBLIN 1",Dublin 1,Dublin,370500,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"7 RATHBORNE CLOSE, ASHTOWN, DUBLIN 15",Dublin 15,Dublin,395000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"7 WELLMOUNT GREEN, FINGLAS WEST, DUBLIN 11",Dublin 11,Dublin,170000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"7 WINDMILL RISE, SWORDS, DUBLIN",,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"73 CABRA RD, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,475000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"78 ANNMORE DR, CABRA, DUBLIN 7",Dublin 7,Dublin,267000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"8 Elder Heath Park, Elder Heath, Kiltipper Road",Dublin 24,Dublin,246696,No,Yes,New Dwelling house /Apartment,less than 38 sq metres
12/01/17,"81 MOUNTAIN VIEW, RATHFARNHAM, DUBLIN 14",,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"9 Castlegrange Court, Castaheany",Dublin 15,Dublin,260000,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
12/01/17,"9 EASTMORELAND COURT, EASTMORELAND PLACE, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,150000,Yes,No,Second-Hand Dwelling house /Apartment,
12/01/17,"91 ORLYNN PARK, LUSK, DUBLIN",,Dublin,300000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"98 MERRION PARK, BLACKROCK, DUBLIN",,Dublin,710000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"APARTMENT 61, BLOCK E, SMITHFIELD MARKET",,Dublin,420000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"APT 116, THE RICHMOND, NORTH BRUNSWICK ST",Dublin 7,Dublin,160000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"APT 143, THE HARDWICKE VILLAGE, NORTH BRUNSWICK",,Dublin,165000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"APT 163, THE TRAMYARD, INCHICORE",,Dublin,175000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"APT 47, 52 MOUNTJOY SQUARE, DUBLIN 1",Dublin 1,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"APT 5, 36 MOREHAMPTON RD, DONNYBROOK DUBLIN 4",Dublin 4,Dublin,167000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"APT 8, BRIGHTON HOUSE, BRIGHTON TERRACE",,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"APT 8, LINDEN COURT, LINDEN GROVE AVE BLACKROCK",Dublin 15,Dublin,342500,No,No,Second-Hand Dwelling house /Apartment,
12/01/17,"WALSHESTOWN, LUSK, CO DUBLIN",,Dublin,30000,Yes,No,Second-Hand Dwelling house /Apartment,
13/01/17,"1 CHAPELWOOD AVE, CHAPELWOOD BALLYMACARNEY, DUBLIN 15",Dublin 15,Dublin,245000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"10 GLENART AVE, BLACKROCK, DUBLIN",,Dublin,915000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"10 ST ANNES AVE, RAHENY, DUBLIN 5",Dublin 5,Dublin,495000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"11 LAWNSWOOD PARK, STILLORGAN, DUBLIN",,Dublin,740000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"11 MOYCLARE PARK, BALDOYLE, DUBLIN 13",Dublin 13,Dublin,278000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"111 Diswellstown Manor, Castleknock, Dublin 15",Dublin 15,Dublin,555066,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/01/17,"112 CASTLEFIELD COURT, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,450000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"13 COLTHURST RISE, LUCAN, DUBLIN",,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"13 Parkside Drive  Parkside, Malahide Road, Balgriffin",Dublin 13,Dublin,275330,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/01/17,"14 Ashfield Avenue, Ridgewood, Swords",,Dublin,286343,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/01/17,"14 Barnwell Road, Hansfield, Barnwell",Dublin 15,Dublin,251101,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/01/17,"16 FERNVALE DR, DUBLIN 12, DUBLIN",Dublin 12,Dublin,375000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"17 THE BELFRY, KILBARRACK RD, DUBLIN 5",Dublin 5,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"18 CHURCHWELL MEWS, BELMAYNE, MALAHIDE RD",Dublin 13,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"19 Ashfield Avenue, Ridgewood, Forrest Raod",,Dublin,286202,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/01/17,"2 TEMPLE COURT, NORTHWOOD, SANTRY",,Dublin,211000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"20 HAZELWOOD LANE, GREENISLE, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,252000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"22 KENILWORTH MANOR, HAROLDS CROSS RD, HAROLDS CROSS DUBLIN 6",,Dublin,361000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"23 MONTROSE GROVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,265000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"23 TALLOW HALL, BELGARD SQ EAST, TALLAGHT",Dublin 24,Dublin,140000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"24 BELLEVUE AVE, GLENAGEARY, DUBLIN",,Dublin,675000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"24 HUNTERS AVE, BALLYCULLEN RD, DUBLIN 24",Dublin 24,Dublin,380000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"24 ROSSBERRY AVENUE, LUCAN, CO DUBLIN",,Dublin,269000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"27 ASHLAWN, BALLINTEER RD, DUNDRUM DUBLIN 16",Dublin 16,Dublin,685000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"28 BALLYOGAN DRIVE, CARRICKMINES, DUBLIN 18",Dublin 18,Dublin,306000,Yes,No,Second-Hand Dwelling house /Apartment,
13/01/17,"29 LINNBLA APTS, SANTRY CROSS, DUBLIN 11",Dublin 11,Dublin,185000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"3 ST AGNES TERRACE, CRUMLIN, DUBLIN 12",,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"34 WESTMINSTER LAWNS, FOXROCK, DUBLIN 18",Dublin 18,Dublin,400000,Yes,No,Second-Hand Dwelling house /Apartment,
13/01/17,"35 ARTHUR GRIFFITH PARK, LUCAN, DUBLIN",,Dublin,210000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"39 GLEDSWOOD AVE, CLONSKEAGH, DUBLIN 14",Dublin 14,Dublin,630000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"4 CASIMIR RD, HAROLDS CROSS, DUBLIN 6",,Dublin,630000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"4 CHALFONT AVE, MALAHIDE, DUBLIN",,Dublin,580000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"4 REHOBOTH PLACE, SOUTH CIRCULAR ROAD, DUBLIN 8",,Dublin,167000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"4 WOODLAWN PARK, MOUNTTOWN, DUN LAOGHAIRE",,Dublin,555000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"44 KINCORA AVE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,740000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"49 EARLS COURT, REUBEN ST, DUBLIN 8",Dublin 8,Dublin,140969,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/01/17,"5 ELMWOOD RD SWORDS, DUBLIN",,Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"514 MAIN ST, DUBLIN 24, DUBLIN",Dublin 24,Dublin,100000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"52 THE PAVILION, MARINE RD, DUN LAOGHAIRE",,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"53 Sion Hill Park, Sion Hill Road, Drumcondra",,Dublin,524229,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
13/01/17,"56 CUSTOM HOUSE HARBOUR, IFSC, DUBLIN 1",Dublin 1,Dublin,331000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"58 SONESTA, MALAHIDE, DUBLIN",,Dublin,534000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"59A MOUTFIELD RD, COOLOCK, DUBLIN 5",Dublin 5,Dublin,171000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"6 HOLYWELL HEATH, GORSE HILL, SWORDS",,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"6 THE SCHOONER, ARRAN QUAY, DUBLIN 7",Dublin 7,Dublin,135000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"67 BLACKHALL SQ, KING ST NORTH, DUBLIN 7",Dublin 7,Dublin,202000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"68 The Sanderling, Barnageeragh Cove, Skerries",,Dublin,286343,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/01/17,"8 MULVEY PARK, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,381000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"8 SOUTHBANK, SWORDS, DUBLIN",,Dublin,289950,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"8 WESTBROOK RISE, BALBRIGGAN, DUBLIN",,Dublin,230000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"9 Elder Heath Meadow, Elder Heath, Kiltipper Road",Dublin 24,Dublin,246696,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/01/17,"97 SNOWDROP WALK, DARNDALE, DUBLIN 17",Dublin 17,Dublin,155000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"APARTMENT 1, 53 AMIENS STREET, DUBLIN 1",Dublin 1,Dublin,276000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"APARTMENT 37, WATERSIDE DRIVE, WATERSIDE SWORDS ROAD",,Dublin,220264,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/01/17,"APT 10 STRANDVILLE HOUSE, STRANDVILLE AVE EAST, CLONTARF DUBLIN 3",Dublin 3,Dublin,255000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"APT 10, MARSFIELD AVE, CLONGRIFFIN",Dublin 15,Dublin,192000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"APT 1, 8 RAILWAY RD, DALKEY",,Dublin,470000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"APT 34, COROFIN HOUSE, CLARE VILLAGE DUBLIN 17",Dublin 17,Dublin,178000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"APT 5, 225A LOWER KIMMAGE RD, DUBLIN 6W",,Dublin,195000,No,No,Second-Hand Dwelling house /Apartment,
13/01/17,"Apt No. 37 Seascape, 366 Clontraf Road, Dublin 3",Dublin 3,Dublin,290749,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/01/17,"FLEMINGTOWN HOUSE, CLONALVY, DUBLIN",,Dublin,445000,No,No,Second-Hand Dwelling house /Apartment,
14/01/17,"25 THE ORCHARD, CARPENTERSTOWN ROAD, CASTLEKNOCK",Dublin 15,Dublin,150000,No,No,Second-Hand Dwelling house /Apartment,
14/01/17,"5 KELLYS BAY JETTY, SKERRIES, DUBLIN",,Dublin,212000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"1 LES BUISSONNETS, SWEETMANS AVE, BLACKROCK",,Dublin,310000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"1 NEWTOWN COTTAGES, BALROTHERY, TALLAGHT",,Dublin,170000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"101 Comerfords Cross, Portmarnock, County Dublin",,Dublin,375000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/01/17,"101 SILLOGE GARDENS, BALLYMUN, DUBLIN 11",Dublin 11,Dublin,168000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"11 FORTFIELD COURT, TERENURE, DUBLIN 6W",,Dublin,192000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"11 POOLBEG QUAY, RINGSEND, DUBLIN 4",Dublin 4,Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"127 BRACKEN HILL, SANDYFORD, DUBLIN",Dublin 18,Dublin,215000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"14 THE ELMS, STILLORGAN RD, DUBLIN 4",Dublin 4,Dublin,500000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"19 CASTLE AVE, SWORDS, DUBLIN",,Dublin,370000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"2 GREENWOOD AVENUE, AYRFIELD, DUBLIN 13",Dublin 13,Dublin,277000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"21 Dodderbrook Park, Ballycullen",Dublin 24,Dublin,347534,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/01/17,"21 PARK DR, RATHMINES, DUBLIN 6",Dublin 6,Dublin,1400000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"22 GLEN ELLAN GROVE, SWORDS, CO DUBLIN",,Dublin,305000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"26 WOODCLIFF HEIGHTS, HOWTH, DUBLIN",Dublin 13,Dublin,610000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"264 SEAPARK, MALAHIDE, DUBLIN",Dublin 3,Dublin,720000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"2A CARRIGLEA RISE, FIRHOUSE, DUBLIN 24",,Dublin,350000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"3 LIFFEY VALLEY WALK, LIFFAEY VALLEY PARK, LUCAN",,Dublin,275000,No,No,Second-Hand Dwelling house /Apartment,
16/01/17,"32 WHEATFIELD RD, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,572000,No,No,Second-Hand Dwelling house /Apartment,
